ts,tipo_transporte,linea,parada_id,zona,lat,lon,pasajeros,estado
2025-01-07 20:48:00,Autobús,Bus_8,ST178,Retiro,40.43296740611692,-3.6741075484955688,82,Avería
2025-02-23 05:09:00,Autobús,Bus_14,ST156,Lavapiés,40.43949362311735,-3.6817439093451814,36,Avería
2025-02-28 08:52:00,Autobús,Bus_3,ST035,Salamanca,40.4309934310358,-3.7113239928838233,18,En Servicio
2025-02-02 21:52:00,Metro,Metro_7,ST169,Chamberí,40.436305973131006,-3.7137381980639077,73,Avería
2025-01-16 22:23:00,Metro,Metro_7,ST060,Sol,40.42308552385941,-3.700513186543312,44,En Servicio
2025-01-13 03:48:00,Metro,Metro_2,ST061,Chamberí,40.420536781611894,-3.6889738229037405,81,En Servicio
2025-02-19 06:47:00,Autobús,Bus_1,ST192,Sol,40.41220298115131,-3.6736278536492284,117,En Servicio
2025-02-28 19:12:00,Autobús,Bus_10,ST030,Sol,40.44691323773439,-3.6961310682067903,106,En Servicio
2025-01-25 16:57:00,Metro,Metro_3,ST153,Centro,40.41480566348658,-3.6903900127499067,44,Retraso
2025-01-06 13:15:00,Metro,Metro_2,ST025,Chamberí,40.41846270742678,-3.6823656134921725,4,Retraso
2025-01-30 04:39:00,Metro,Metro_3,ST140,Sol,40.43305092658359,-3.6816303880744137,8,Retraso
2025-02-03 13:12:00,Autobús,Bus_15,ST065,Centro,40.44423206775432,-3.711494464782769,56,Retraso
2025-01-29 01:12:00,Autobús,Bus_15,ST161,Moncloa,40.439210723846855,-3.7171302949776215,95,Retraso
2025-02-13 15:01:00,Metro,Metro_6,ST035,Chamberí,40.4049427681659,-3.7012715550652566,33,En Servicio
2025-01-16 05:24:00,Autobús,Bus_12,ST161,Chamberí,40.40549411522972,-3.685950987086119,46,Avería
2025-01-06 22:47:00,Autobús,Bus_10,ST146,Centro,40.43661299033319,-3.7151484507754695,53,Retraso
2025-02-16 21:43:00,Metro,Metro_7,ST181,Moncloa,40.43987576162275,-3.7044300196712046,38,Retraso
2025-02-01 16:26:00,Metro,Metro_3,ST075,Chamberí,40.42853131591981,-3.7125909149467624,40,En Servicio
2025-01-10 20:35:00,Metro,Metro_5,ST023,Moncloa,40.43279184689595,-3.7131040839046134,82,En Servicio
2025-01-13 04:20:00,Metro,Metro_2,ST158,Sol,40.41314744292179,-3.7149772268266097,42,Retraso
2025-01-06 15:28:00,Metro,Metro_5,ST058,Moncloa,40.4395376855081,-3.7145817642309344,58,En Servicio
2025-02-03 04:06:00,Autobús,Bus_10,ST026,Chamberí,40.40789475835849,-3.6790199723868993,92,Retraso
2025-01-04 17:16:00,Autobús,Bus_10,ST003,Lavapiés,40.44442823849091,-3.682292285364127,28,Avería
2025-01-12 03:05:00,Metro,Metro_3,ST088,Centro,40.41589492009498,-3.7022190097252743,99,Retraso
2025-01-10 16:49:00,Metro,Metro_7,ST091,Retiro,40.428843355530006,-3.672976061860941,87,Avería
2025-01-10 18:32:00,Autobús,Bus_5,ST133,Centro,40.413146839918944,-3.7060829853631656,39,Retraso
2025-02-28 19:35:00,Autobús,Bus_15,ST008,Sol,40.43214822402709,-3.678102439233694,94,En Servicio
2025-02-06 17:00:00,Metro,Metro_4,ST092,Salamanca,40.433864943237374,-3.698492626363104,102,Retraso
2025-01-24 19:44:00,Autobús,Bus_9,ST056,Retiro,40.41529995941775,-3.7182115256403696,36,Avería
2025-01-21 01:42:00,Autobús,Bus_12,ST102,Sol,40.44421717150477,-3.7145327716453496,80,En Servicio
2025-02-24 13:08:00,Autobús,Bus_13,ST082,Retiro,40.441642285452524,-3.7068044418906756,111,En Servicio
2025-02-01 03:59:00,Metro,Metro_3,ST069,Sol,40.406922551161976,-3.7074252214724743,116,En Servicio
2025-03-01 19:09:00,Autobús,Bus_6,ST118,Retiro,40.43256558575324,-3.699778709430336,9,En Servicio
2025-02-08 17:37:00,Autobús,Bus_14,ST110,Chamberí,40.443445105312016,-3.682907197974035,116,Retraso
2025-01-04 12:29:00,Autobús,Bus_10,ST116,Salamanca,40.414457070358175,-3.7030705859290087,111,Avería
2025-01-07 10:41:00,Autobús,Bus_13,ST113,Retiro,40.43827148512619,-3.684121538950806,116,Retraso
2025-02-10 09:44:00,Metro,Metro_1,ST144,Centro,40.40843821303756,-3.678450227175927,64,Retraso
2025-02-12 11:56:00,Metro,Metro_4,ST018,Moncloa,40.40251419777264,-3.693086179428521,2,Retraso
2025-01-26 20:13:00,Metro,Metro_5,ST041,Sol,40.433347463057835,-3.695834699096135,32,Avería
2025-01-02 07:40:00,Metro,Metro_5,ST181,Lavapiés,40.418434643798776,-3.6897336093407427,102,Retraso
2025-02-16 17:29:00,Metro,Metro_1,ST153,Chamberí,40.411459602952355,-3.6776508903711584,74,Retraso
2025-01-29 19:03:00,Autobús,Bus_11,ST011,Chamberí,40.445331004003876,-3.688284867673769,98,Retraso
2025-01-13 03:31:00,Metro,Metro_5,ST186,Moncloa,40.42135890400795,-3.6974901396192585,68,Avería
2025-02-28 16:49:00,Autobús,Bus_13,ST012,Chamberí,40.428098495625896,-3.7122440685317066,63,En Servicio
2025-02-22 04:53:00,Metro,Metro_1,ST080,Salamanca,40.44930627887601,-3.6956119075909726,74,En Servicio
2025-01-27 06:11:00,Autobús,Bus_8,ST081,Lavapiés,40.42934771716611,-3.6968538310251198,55,Retraso
2025-02-14 06:28:00,Metro,Metro_7,ST116,Salamanca,40.426044849211394,-3.714997673647714,88,Avería
2025-01-20 06:52:00,Autobús,Bus_12,ST040,Moncloa,40.40462334850747,-3.7075829374172145,23,Avería
2025-01-24 02:27:00,Autobús,Bus_4,ST143,Lavapiés,40.44711183948509,-3.6916131830376737,48,Retraso
2025-01-25 18:25:00,Autobús,Bus_11,ST065,Retiro,40.44149223082055,-3.674677651721743,98,En Servicio
2025-02-10 23:38:00,Autobús,Bus_13,ST155,Chamberí,40.44484405446909,-3.6795985955594963,68,Avería
2025-02-18 12:13:00,Autobús,Bus_10,ST137,Sol,40.44007200598149,-3.6899514129660353,105,En Servicio
2025-02-07 08:31:00,Autobús,Bus_9,ST064,Centro,40.40039702105697,-3.6969250121178585,22,Retraso
2025-01-30 06:26:00,Metro,Metro_5,ST142,Moncloa,40.44281731674193,-3.6904983921860453,75,Retraso
2025-01-24 23:19:00,Autobús,Bus_10,ST114,Sol,40.437922978442735,-3.671290416179874,7,Retraso
2025-01-28 12:21:00,Metro,Metro_7,ST140,Moncloa,40.44705260081118,-3.684679033362586,53,Avería
2025-01-11 08:27:00,Metro,Metro_2,ST084,Lavapiés,40.44772539704433,-3.6881356077846053,13,Retraso
2025-01-16 22:19:00,Autobús,Bus_10,ST156,Sol,40.44944927618719,-3.7039717664313,12,En Servicio
2025-01-20 14:17:00,Autobús,Bus_11,ST063,Sol,40.4494769422405,-3.701820704845014,14,Retraso
2025-02-17 10:47:00,Metro,Metro_6,ST104,Lavapiés,40.402417243884585,-3.7183170225514712,26,En Servicio
2025-02-23 00:07:00,Metro,Metro_1,ST158,Chamberí,40.40144824205312,-3.6825136934485547,6,En Servicio
2025-01-01 09:58:00,Metro,Metro_5,ST144,Chamberí,40.42556105237674,-3.682613088617795,71,Avería
2025-02-07 08:20:00,Metro,Metro_1,ST174,Chamberí,40.44922582698604,-3.7026002876244792,84,En Servicio
2025-01-06 20:14:00,Metro,Metro_2,ST119,Moncloa,40.4214494100481,-3.700674326099134,27,En Servicio
2025-01-06 06:34:00,Autobús,Bus_14,ST181,Centro,40.40906791490668,-3.6722062463177902,3,En Servicio
2025-01-11 16:51:00,Metro,Metro_4,ST130,Retiro,40.407514543907524,-3.6997315523661816,3,En Servicio
2025-02-02 19:28:00,Autobús,Bus_14,ST196,Salamanca,40.4223170043537,-3.673387511569502,53,En Servicio
2025-01-31 11:29:00,Autobús,Bus_12,ST045,Retiro,40.40064329425053,-3.6996087206757453,93,Retraso
2025-02-20 22:14:00,Autobús,Bus_13,ST034,Chamberí,40.413771208071026,-3.715618465964374,36,Avería
2025-02-22 08:56:00,Metro,Metro_7,ST026,Centro,40.42746665591151,-3.6996973200236214,116,En Servicio
2025-02-05 10:31:00,Metro,Metro_2,ST012,Chamberí,40.44018556260166,-3.71528502829072,112,Avería
2025-02-02 15:39:00,Autobús,Bus_10,ST182,Retiro,40.42543980861573,-3.6865284932034057,19,En Servicio
2025-02-08 08:49:00,Autobús,Bus_3,ST153,Lavapiés,40.408210696118374,-3.671997345844978,88,En Servicio
2025-01-01 03:07:00,Autobús,Bus_12,ST047,Retiro,40.403577851547404,-3.6869688349207186,60,Avería
2025-02-04 22:20:00,Autobús,Bus_13,ST197,Retiro,40.43285705825823,-3.708642040623516,110,Retraso
2025-01-16 01:52:00,Autobús,Bus_8,ST137,Salamanca,40.43927990916108,-3.670835001468287,12,Avería
2025-02-12 15:18:00,Autobús,Bus_15,ST068,Chamberí,40.41013382509465,-3.693988659984427,72,Retraso
2025-02-02 16:31:00,Autobús,Bus_11,ST052,Lavapiés,40.43151885176772,-3.691983797418951,112,En Servicio
2025-01-17 19:06:00,Autobús,Bus_14,ST028,Moncloa,40.42060366631469,-3.7175994781549453,77,Retraso
2025-02-10 16:05:00,Metro,Metro_5,ST010,Moncloa,40.4251436004733,-3.6718762438876147,65,Avería
2025-02-26 08:06:00,Autobús,Bus_15,ST034,Chamberí,40.40963806136488,-3.6901224468985547,74,En Servicio
2025-01-09 20:31:00,Autobús,Bus_9,ST148,Moncloa,40.424941651177456,-3.670085560818603,99,Avería
2025-02-23 15:51:00,Metro,Metro_7,ST073,Salamanca,40.427932729703144,-3.71148434389792,1,Retraso
2025-01-02 17:31:00,Autobús,Bus_13,ST036,Chamberí,40.44693661270096,-3.718404105385117,37,En Servicio
2025-02-28 03:33:00,Autobús,Bus_3,ST189,Sol,40.401251705571084,-3.716278761334806,35,En Servicio
2025-02-19 10:14:00,Autobús,Bus_8,ST061,Lavapiés,40.408644207065606,-3.696512333775616,52,Avería
2025-02-27 17:51:00,Metro,Metro_5,ST174,Salamanca,40.44684090243002,-3.695418479239687,80,Avería
2025-02-09 17:14:00,Metro,Metro_4,ST101,Moncloa,40.42306530998992,-3.7083194841383116,51,Avería
2025-01-20 10:32:00,Metro,Metro_5,ST011,Centro,40.404903963367346,-3.7193119648453434,43,Avería
2025-01-11 08:13:00,Autobús,Bus_13,ST164,Centro,40.43206177004999,-3.710494832001763,8,En Servicio
2025-02-23 11:17:00,Metro,Metro_1,ST198,Centro,40.420365923114886,-3.6902532601643045,89,Avería
2025-02-18 17:38:00,Autobús,Bus_6,ST088,Salamanca,40.42417096871408,-3.6957489090223645,114,En Servicio
2025-02-12 07:17:00,Metro,Metro_1,ST127,Lavapiés,40.400470028445255,-3.6770681947278367,42,En Servicio
2025-01-11 11:57:00,Metro,Metro_7,ST165,Moncloa,40.42822922017422,-3.694945142395557,5,Avería
2025-01-19 21:37:00,Autobús,Bus_1,ST074,Lavapiés,40.43572378443439,-3.6777330178443473,94,Retraso
2025-02-20 21:53:00,Metro,Metro_1,ST177,Salamanca,40.406974609619226,-3.7045449504039394,102,Retraso
2025-02-03 06:26:00,Autobús,Bus_10,ST067,Chamberí,40.40646627966886,-3.6897880770198714,108,En Servicio
2025-01-17 20:15:00,Metro,Metro_5,ST177,Moncloa,40.42995231819293,-3.715576101482597,96,Retraso
2025-02-23 03:04:00,Metro,Metro_2,ST184,Centro,40.448970178233346,-3.6845299313663724,27,Avería
2025-01-22 14:18:00,Metro,Metro_4,ST061,Sol,40.409731372567975,-3.6875576530950336,68,Retraso
2025-02-12 14:00:00,Autobús,Bus_3,ST166,Moncloa,40.43399322026203,-3.701245333656857,91,En Servicio
2025-02-04 13:29:00,Metro,Metro_5,ST085,Centro,40.43361598519025,-3.6867653704792005,98,Avería
2025-01-12 22:52:00,Autobús,Bus_10,ST104,Chamberí,40.41104410123398,-3.68645732754653,45,Retraso
2025-01-03 17:13:00,Metro,Metro_5,ST020,Moncloa,40.428185140931284,-3.7185158990826954,77,Avería
2025-02-03 03:38:00,Metro,Metro_4,ST190,Retiro,40.41251935740608,-3.6799474631745257,34,Retraso
2025-02-12 04:33:00,Autobús,Bus_13,ST091,Centro,40.44622733641992,-3.6860192194348027,81,Retraso
2025-02-23 08:43:00,Autobús,Bus_8,ST154,Retiro,40.42098527754967,-3.709747050347687,28,Retraso
2025-01-03 14:20:00,Metro,Metro_4,ST001,Salamanca,40.421641489431394,-3.708327823313104,81,Avería
2025-02-15 00:37:00,Autobús,Bus_2,ST195,Chamberí,40.40449541305944,-3.6789785612292167,24,En Servicio
2025-02-12 20:58:00,Metro,Metro_4,ST058,Lavapiés,40.431678126598825,-3.700077548515534,68,Retraso
2025-01-15 21:31:00,Metro,Metro_3,ST037,Moncloa,40.43395275736889,-3.7185999596808443,7,En Servicio
2025-01-11 09:11:00,Autobús,Bus_5,ST187,Chamberí,40.44254305019413,-3.671769081840099,21,Avería
2025-01-22 15:16:00,Metro,Metro_6,ST120,Retiro,40.43977571834402,-3.6909272186219533,44,Avería
2025-01-31 02:51:00,Autobús,Bus_12,ST129,Chamberí,40.41679327561299,-3.7070054060012336,1,Avería
2025-01-13 16:22:00,Metro,Metro_5,ST034,Retiro,40.442860797456824,-3.7143377992689035,51,Retraso
2025-02-28 00:08:00,Autobús,Bus_1,ST009,Lavapiés,40.43072110245948,-3.702171898162788,29,Retraso
2025-02-26 00:42:00,Metro,Metro_6,ST188,Chamberí,40.402408123133654,-3.7149868225730334,14,Avería
2025-02-01 17:28:00,Metro,Metro_3,ST076,Centro,40.40927539134118,-3.6983266416328773,105,En Servicio
2025-02-14 06:34:00,Metro,Metro_1,ST153,Chamberí,40.42532738854386,-3.703591235196826,77,Avería
2025-02-18 15:56:00,Metro,Metro_5,ST148,Salamanca,40.422588307282965,-3.701539215328633,40,Avería
2025-02-17 06:45:00,Metro,Metro_6,ST059,Moncloa,40.43356466297466,-3.7081215408753763,104,Avería
2025-02-16 08:08:00,Metro,Metro_3,ST165,Lavapiés,40.44281335422256,-3.710281547032444,34,En Servicio
2025-01-18 21:22:00,Autobús,Bus_5,ST198,Moncloa,40.437605679978155,-3.6915282520219597,50,Avería
2025-02-23 06:45:00,Metro,Metro_5,ST083,Lavapiés,40.40153673573534,-3.6974367789865425,11,Retraso
2025-02-22 13:45:00,Autobús,Bus_8,ST132,Salamanca,40.43870615296976,-3.6830621688140446,1,Avería
2025-02-26 08:23:00,Metro,Metro_6,ST130,Sol,40.435174210636404,-3.6999185304253737,22,Avería
2025-02-26 02:39:00,Autobús,Bus_5,ST086,Sol,40.4008834237488,-3.6927022372782132,21,Retraso
2025-01-10 18:23:00,Autobús,Bus_9,ST058,Salamanca,40.41704242690316,-3.6888605207594085,18,Avería
2025-02-08 06:23:00,Metro,Metro_3,ST122,Moncloa,40.43121964985033,-3.6848586829521897,64,Avería
2025-01-21 01:02:00,Metro,Metro_2,ST144,Retiro,40.427042901018964,-3.7001690822128985,15,Retraso
2025-01-24 09:57:00,Metro,Metro_7,ST163,Retiro,40.42384271249426,-3.6813841457427205,29,Retraso
2025-01-06 20:28:00,Autobús,Bus_11,ST029,Salamanca,40.43202769800047,-3.716590440367371,117,Avería
2025-02-24 01:32:00,Autobús,Bus_1,ST018,Retiro,40.44259572088708,-3.6837940359798353,53,Avería
2025-01-06 14:24:00,Metro,Metro_6,ST181,Centro,40.42090814542912,-3.703246079331258,54,Avería
2025-01-10 00:19:00,Metro,Metro_2,ST153,Retiro,40.402608830851264,-3.7100857455360097,21,Avería
2025-01-16 21:52:00,Metro,Metro_7,ST056,Sol,40.442712693146035,-3.680268257218213,103,Avería
2025-02-21 02:41:00,Autobús,Bus_1,ST126,Sol,40.41862753639351,-3.7060927669957837,20,En Servicio
2025-02-05 04:23:00,Autobús,Bus_14,ST078,Sol,40.44546373357811,-3.674815956810918,54,Retraso
2025-01-05 02:17:00,Autobús,Bus_2,ST140,Retiro,40.409158884077456,-3.684113529943847,1,Avería
2025-02-22 19:44:00,Metro,Metro_4,ST054,Centro,40.426432311465234,-3.6728458966053634,77,Retraso
2025-01-22 19:09:00,Autobús,Bus_10,ST071,Lavapiés,40.44661883535809,-3.6835311686775825,26,En Servicio
2025-01-02 12:48:00,Metro,Metro_6,ST053,Lavapiés,40.43513104190329,-3.718382894399938,56,Avería
2025-02-04 17:40:00,Autobús,Bus_15,ST055,Retiro,40.43464724580448,-3.7035197143125806,82,Retraso
2025-01-27 07:41:00,Autobús,Bus_13,ST188,Chamberí,40.42542792617763,-3.686986086543584,45,En Servicio
2025-01-19 23:36:00,Autobús,Bus_4,ST084,Retiro,40.40011363366547,-3.70147095712387,116,Retraso
2025-01-07 08:30:00,Metro,Metro_7,ST033,Chamberí,40.420018348752045,-3.687111567588816,27,Retraso
2025-02-23 07:43:00,Metro,Metro_4,ST068,Chamberí,40.40988208890454,-3.7025662311775847,98,En Servicio
2025-01-07 04:24:00,Autobús,Bus_9,ST018,Salamanca,40.42158666190193,-3.683461557955633,78,Retraso
2025-01-06 15:43:00,Metro,Metro_7,ST057,Salamanca,40.432511018853134,-3.6932579448255445,78,Retraso
2025-01-30 16:05:00,Metro,Metro_3,ST010,Chamberí,40.44340954670222,-3.6868445091011504,73,Avería
2025-01-15 23:31:00,Metro,Metro_3,ST128,Chamberí,40.40317761099573,-3.6911881186035025,12,En Servicio
2025-02-27 01:16:00,Autobús,Bus_13,ST146,Centro,40.437046510496316,-3.6914741492364085,94,Avería
2025-01-11 05:04:00,Autobús,Bus_15,ST188,Centro,40.42330315070742,-3.7135783407557095,50,Retraso
2025-01-31 07:26:00,Metro,Metro_3,ST103,Lavapiés,40.41116070118099,-3.6885358394421415,56,En Servicio
2025-02-24 08:16:00,Autobús,Bus_12,ST154,Moncloa,40.44919059286817,-3.6890820364243573,100,Avería
2025-02-10 10:18:00,Metro,Metro_2,ST071,Moncloa,40.43636803190615,-3.692953033134704,107,Avería
2025-02-19 12:34:00,Autobús,Bus_11,ST029,Sol,40.43270261071813,-3.712948766235146,36,En Servicio
2025-01-03 05:28:00,Autobús,Bus_3,ST092,Sol,40.44364269656158,-3.696973922478867,59,En Servicio
2025-02-03 07:41:00,Metro,Metro_4,ST097,Retiro,40.44770031032483,-3.68899526060465,69,En Servicio
2025-02-02 19:31:00,Metro,Metro_5,ST098,Moncloa,40.40991424486647,-3.7036391369788206,29,En Servicio
2025-01-18 23:08:00,Autobús,Bus_12,ST112,Sol,40.416632071785756,-3.6791601630006703,97,En Servicio
2025-01-04 14:49:00,Autobús,Bus_14,ST064,Lavapiés,40.4183356787159,-3.6878668734415694,23,Avería
2025-01-13 02:25:00,Metro,Metro_6,ST027,Chamberí,40.41866490281666,-3.6991873195714757,88,En Servicio
2025-01-23 13:09:00,Autobús,Bus_12,ST092,Retiro,40.42035699299311,-3.715671848562758,13,Avería
2025-02-22 00:12:00,Metro,Metro_7,ST192,Centro,40.4217618956288,-3.695453093028882,120,En Servicio
2025-02-11 10:54:00,Metro,Metro_7,ST110,Salamanca,40.40748371228442,-3.670821016514859,117,Retraso
2025-01-02 07:55:00,Metro,Metro_7,ST172,Centro,40.442269005792745,-3.7068537633569614,115,Avería
2025-02-05 04:55:00,Autobús,Bus_7,ST132,Chamberí,40.415281819564186,-3.6862604560309284,44,Avería
2025-01-08 17:12:00,Autobús,Bus_3,ST095,Chamberí,40.4254682031709,-3.715435571926585,25,En Servicio
2025-01-27 21:56:00,Metro,Metro_6,ST075,Centro,40.42076284893839,-3.6853554524566956,6,Retraso
2025-01-02 21:25:00,Metro,Metro_7,ST022,Retiro,40.40119332411548,-3.7024382435181713,23,Retraso
2025-01-15 10:17:00,Metro,Metro_2,ST170,Salamanca,40.421043794224815,-3.6736165231901476,87,Retraso
2025-02-13 20:15:00,Autobús,Bus_4,ST081,Lavapiés,40.41681917868984,-3.695042515623703,53,Avería
2025-01-23 14:35:00,Metro,Metro_6,ST181,Moncloa,40.406137339039375,-3.6826195932831323,72,Retraso
2025-01-23 07:30:00,Autobús,Bus_8,ST029,Salamanca,40.42749531415294,-3.7144419116816265,40,Retraso
2025-01-05 04:20:00,Autobús,Bus_6,ST018,Retiro,40.444065003365985,-3.6898889429678707,106,En Servicio
2025-02-13 09:13:00,Autobús,Bus_12,ST158,Centro,40.415651752689335,-3.677789865240899,105,En Servicio
2025-02-07 03:33:00,Autobús,Bus_14,ST077,Retiro,40.4252468013876,-3.7184391859144657,26,En Servicio
2025-01-12 00:42:00,Autobús,Bus_12,ST110,Sol,40.43466179652762,-3.712205328172559,116,Retraso
2025-02-22 17:45:00,Autobús,Bus_3,ST136,Moncloa,40.419972759474106,-3.6794383583087473,83,En Servicio
2025-02-09 10:25:00,Autobús,Bus_8,ST158,Retiro,40.40585795620265,-3.6942744366105846,42,Retraso
