timestamp,sensor_id,sensor_type,zona,lat,lon,vehiculos_detectados,velocidad_media_kmh,estado_sensor
2025-01-16 18:31:00,S053,Radar,Chamberí,40.43502264454697,-3.679771194877073,9,78,MANTENIMIENTO
2025-02-02 10:40:00,S020,Radar,Centro,40.428423596391994,-3.673190747911204,77,66,OK
2025-01-19 12:44:00,S014,Radar,Retiro,40.41979902463242,-3.6972741296552103,107,89,FALLO
2025-01-02 05:13:00,S178,Sensor_Aéreo,Chamberí,40.40248457235202,-3.7182482721753263,107,50,FALLO
2025-01-04 04:17:00,S105,Cámara_Tráfico,Moncloa,40.440951533983736,-3.678880989949455,19,5,OK
2025-02-02 10:03:00,S111,Radar,Sol,40.43657404856024,-3.689492513740318,79,6,OK
2025-01-23 20:21:00,S171,Sensor_Aéreo,Centro,40.432805084031095,-3.7080150952910285,60,24,MANTENIMIENTO
2025-01-02 03:59:00,S033,Sensor_Aéreo,Lavapiés,40.43834190255612,-3.7194888442276945,81,10,FALLO
2025-01-10 04:51:00,S022,Radar,Centro,40.44920990050102,-3.677012576190389,44,70,FALLO
2025-01-11 22:37:00,S160,Radar,Moncloa,40.40205864322186,-3.6764123021632438,97,17,FALLO
2025-01-27 18:41:00,S027,Sensor_Fijo,Sol,40.40593840704914,-3.682951273537303,49,9,OK
2025-01-09 10:36:00,S011,Sensor_Fijo,Sol,40.42944564401766,-3.698893371822335,49,18,OK
2025-01-08 21:35:00,S156,Radar,Sol,40.42723485867179,-3.674994096598318,47,58,FALLO
2025-01-04 18:02:00,S087,Cámara_Tráfico,Centro,40.40140201546047,-3.7071473777564314,46,20,MANTENIMIENTO
2025-01-09 10:21:00,S172,Sensor_Fijo,Chamberí,40.414771620157246,-3.706643419023253,7,87,FALLO
2025-01-06 04:42:00,S037,Sensor_Fijo,Lavapiés,40.40831032485902,-3.705649847146323,116,89,OK
2025-01-14 16:07:00,S106,Cámara_Tráfico,Chamberí,40.43737745907303,-3.6821036967473257,48,18,MANTENIMIENTO
2025-01-03 00:40:00,S003,Sensor_Fijo,Moncloa,40.401568574169836,-3.711803526259151,28,53,FALLO
2025-01-26 02:58:00,S091,Radar,Moncloa,40.4246876415263,-3.687267338239221,94,48,OK
2025-02-07 15:47:00,S042,Sensor_Aéreo,Chamberí,40.410495634934804,-3.693862372419805,5,12,FALLO
2025-01-19 02:08:00,S070,Sensor_Aéreo,Lavapiés,40.40560607617617,-3.7160487320808806,94,52,MANTENIMIENTO
2025-01-13 16:00:00,S131,Sensor_Fijo,Centro,40.4381119239291,-3.718054961301907,58,10,FALLO
2025-01-26 17:31:00,S109,Sensor_Fijo,Sol,40.445299911365915,-3.677623029988492,93,33,FALLO
2025-01-14 01:14:00,S073,Sensor_Aéreo,Chamberí,40.44503635318324,-3.7176680629125527,113,17,OK
2025-02-09 10:32:00,S015,Sensor_Fijo,Centro,40.405470977666035,-3.7108085275265164,62,77,FALLO
2025-01-31 17:48:00,S128,Cámara_Tráfico,Centro,40.41794328119552,-3.708211745019087,39,58,MANTENIMIENTO
2025-01-04 21:15:00,S125,Sensor_Fijo,Retiro,40.407252991117936,-3.6868645551601027,109,77,MANTENIMIENTO
2025-01-10 01:51:00,S031,Sensor_Fijo,Chamberí,40.400927262061835,-3.7007567644350816,57,13,FALLO
2025-01-23 20:43:00,S115,Sensor_Fijo,Lavapiés,40.405011567870915,-3.7111029643722104,21,27,OK
2025-01-17 07:05:00,S085,Cámara_Tráfico,Chamberí,40.41545380720037,-3.6748866187944977,63,38,MANTENIMIENTO
2025-01-06 07:18:00,S033,Sensor_Fijo,Lavapiés,40.4166110939613,-3.697207699756244,43,87,FALLO
2025-02-02 19:20:00,S012,Cámara_Tráfico,Centro,40.434676364620074,-3.7068894549816256,78,85,MANTENIMIENTO
2025-02-05 17:18:00,S186,Radar,Moncloa,40.404154073012826,-3.71115028669748,93,51,MANTENIMIENTO
2025-02-05 05:36:00,S078,Sensor_Fijo,Sol,40.4342787967128,-3.718943876518385,77,35,MANTENIMIENTO
2025-01-17 11:17:00,S050,Sensor_Aéreo,Sol,40.43477569236531,-3.673028723649159,31,57,MANTENIMIENTO
2025-01-11 14:51:00,S175,Sensor_Aéreo,Retiro,40.421660645353406,-3.6815724942011467,43,59,MANTENIMIENTO
2025-01-30 13:24:00,S161,Radar,Retiro,40.40129165764863,-3.714667184997683,76,24,MANTENIMIENTO
2025-02-01 13:11:00,S105,Sensor_Fijo,Sol,40.44684810264171,-3.671437884408664,113,80,FALLO
2025-01-09 19:22:00,S127,Sensor_Aéreo,Centro,40.41524525847786,-3.6725880297021467,116,88,MANTENIMIENTO
2025-01-18 00:16:00,S084,Sensor_Fijo,Lavapiés,40.443150265946386,-3.7019222065787276,72,32,OK
2025-01-01 22:37:00,S032,Sensor_Fijo,Chamberí,40.436599450722134,-3.690342403357183,104,59,FALLO
2025-01-03 11:23:00,S027,Cámara_Tráfico,Retiro,40.44497403379877,-3.692469345212131,67,48,FALLO
2025-01-31 06:08:00,S170,Cámara_Tráfico,Sol,40.412030994977556,-3.697763403923032,40,44,MANTENIMIENTO
2025-01-09 04:14:00,S164,Cámara_Tráfico,Lavapiés,40.42442708055327,-3.690327051841668,24,64,MANTENIMIENTO
2025-02-06 00:44:00,S021,Sensor_Aéreo,Retiro,40.42544614023983,-3.718039851363193,85,51,OK
2025-01-09 06:24:00,S018,Radar,Sol,40.4492864398519,-3.6714187726509864,80,38,MANTENIMIENTO
2025-01-28 16:20:00,S085,Sensor_Aéreo,Lavapiés,40.408973216428535,-3.6786159849426596,70,54,OK
2025-02-09 15:21:00,S059,Sensor_Fijo,Lavapiés,40.435299519265136,-3.7059028805886634,25,21,OK
2025-02-01 07:35:00,S108,Sensor_Fijo,Lavapiés,40.43530922555647,-3.712573018138101,36,19,OK
2025-01-18 00:34:00,S173,Sensor_Aéreo,Lavapiés,40.43858682390475,-3.713088846740479,111,54,OK
2025-02-03 06:50:00,S046,Sensor_Aéreo,Lavapiés,40.41312790713216,-3.692348806297166,81,82,MANTENIMIENTO
2025-02-08 06:56:00,S185,Radar,Sol,40.41136246828486,-3.6749201203373536,100,74,MANTENIMIENTO
2025-01-16 14:59:00,S143,Sensor_Fijo,Retiro,40.40328513462368,-3.7096816764007547,38,44,OK
2025-01-21 02:34:00,S128,Sensor_Aéreo,Sol,40.42512160188195,-3.713543672439373,92,17,FALLO
2025-01-20 12:20:00,S069,Sensor_Fijo,Moncloa,40.426726688566035,-3.70429302431991,1,56,OK
2025-01-11 03:30:00,S043,Radar,Lavapiés,40.40389179329944,-3.6901259624899847,60,15,FALLO
2025-02-03 15:29:00,S063,Sensor_Fijo,Moncloa,40.42682921971116,-3.7013538584337486,32,17,MANTENIMIENTO
2025-01-01 07:18:00,S172,Cámara_Tráfico,Centro,40.40123378175906,-3.6846576829416984,30,89,MANTENIMIENTO
2025-01-27 12:33:00,S114,Sensor_Aéreo,Sol,40.411895383566666,-3.6853254494737704,69,62,MANTENIMIENTO
2025-01-13 06:48:00,S102,Sensor_Fijo,Centro,40.440893770655435,-3.6808553567082947,119,87,MANTENIMIENTO
2025-02-02 18:16:00,S032,Radar,Moncloa,40.40791520326919,-3.7119351274257135,63,55,MANTENIMIENTO
2025-02-01 08:50:00,S017,Radar,Moncloa,40.40560039268832,-3.7030562158158538,68,16,MANTENIMIENTO
2025-01-19 14:56:00,S173,Cámara_Tráfico,Chamberí,40.409462633018364,-3.706743960113392,87,7,OK
2025-01-23 09:20:00,S035,Sensor_Aéreo,Lavapiés,40.413549778804295,-3.7101147205597904,113,89,MANTENIMIENTO
2025-01-20 01:00:00,S156,Cámara_Tráfico,Retiro,40.40247706436974,-3.681867787103069,106,27,MANTENIMIENTO
2025-01-12 11:22:00,S013,Sensor_Fijo,Moncloa,40.410404181533266,-3.7128432665917863,2,67,FALLO
2025-01-22 10:27:00,S073,Sensor_Fijo,Moncloa,40.40558614731154,-3.7069835286956336,99,10,OK
2025-02-07 08:52:00,S069,Sensor_Aéreo,Centro,40.446870953376106,-3.6935690690327547,51,68,MANTENIMIENTO
2025-01-20 06:52:00,S182,Radar,Moncloa,40.41759499748296,-3.699554636584579,33,77,OK
2025-01-10 14:11:00,S156,Sensor_Aéreo,Moncloa,40.443437239181335,-3.6966273598972927,39,56,MANTENIMIENTO
2025-02-07 03:59:00,S002,Radar,Lavapiés,40.43092060555089,-3.68780256859623,71,81,FALLO
2025-01-28 06:13:00,S099,Radar,Centro,40.444599984449994,-3.716557373260245,103,68,OK
2025-01-23 23:46:00,S080,Radar,Centro,40.40934979302965,-3.6940383079623995,86,45,FALLO
2025-02-06 10:46:00,S152,Radar,Retiro,40.42934665586693,-3.678215008892026,30,40,FALLO
2025-01-31 11:10:00,S098,Sensor_Aéreo,Moncloa,40.44746375019305,-3.704036922403052,74,17,OK
2025-01-04 10:36:00,S122,Cámara_Tráfico,Sol,40.42483109199382,-3.6706756664015687,10,38,OK
2025-01-15 18:29:00,S134,Sensor_Fijo,Sol,40.426305928874925,-3.7048292470152946,105,35,MANTENIMIENTO
2025-01-14 11:40:00,S164,Sensor_Aéreo,Centro,40.417327628195686,-3.6939380018777674,99,81,OK
2025-01-28 02:14:00,S107,Radar,Moncloa,40.42321218967523,-3.709372466873694,45,45,MANTENIMIENTO
2025-02-03 12:53:00,S175,Sensor_Aéreo,Centro,40.41967359980875,-3.7151806008154793,84,8,OK
2025-01-17 00:00:00,S125,Cámara_Tráfico,Centro,40.43086291563526,-3.6808603134294504,84,15,OK
2025-01-04 21:58:00,S061,Cámara_Tráfico,Sol,40.43105721573056,-3.71749988285103,67,20,FALLO
2025-01-21 09:05:00,S055,Radar,Retiro,40.443591767546486,-3.6964238390034128,21,78,FALLO
2025-01-29 19:54:00,S164,Cámara_Tráfico,Retiro,40.437069424207465,-3.70550595651821,101,13,FALLO
2025-01-30 04:46:00,S190,Sensor_Fijo,Chamberí,40.425757459659735,-3.688173376648389,78,32,MANTENIMIENTO
2025-02-05 08:20:00,S128,Sensor_Aéreo,Moncloa,40.439159400557266,-3.708161887974232,33,87,OK
2025-01-05 02:55:00,S147,Sensor_Aéreo,Centro,40.407947039164426,-3.6794870652060845,75,56,FALLO
2025-01-13 02:10:00,S052,Sensor_Fijo,Retiro,40.430559220173585,-3.6891143635917873,91,84,OK
2025-01-04 22:39:00,S128,Sensor_Fijo,Moncloa,40.405252349250574,-3.7140215940601,99,57,FALLO
2025-02-05 02:15:00,S178,Sensor_Fijo,Sol,40.40809717443368,-3.695295994780844,115,52,OK
2025-01-18 20:20:00,S184,Sensor_Aéreo,Sol,40.42665890502018,-3.6753765514771137,120,85,OK
2025-01-19 07:15:00,S138,Cámara_Tráfico,Centro,40.42251771489224,-3.6802124373437017,29,84,MANTENIMIENTO
2025-02-07 09:25:00,S115,Radar,Sol,40.41663249284673,-3.7118138715588316,20,45,OK
2025-02-09 17:18:00,S187,Cámara_Tráfico,Sol,40.44394156127798,-3.6976682913326395,113,57,FALLO
2025-01-04 16:12:00,S193,Cámara_Tráfico,Sol,40.41067300306553,-3.6935926260651635,70,30,OK
2025-02-09 12:59:00,S037,Sensor_Aéreo,Centro,40.439947207570164,-3.708896932111512,9,85,OK
2025-01-15 19:00:00,S173,Cámara_Tráfico,Centro,40.44570439257272,-3.701204186712543,1,80,MANTENIMIENTO
2025-01-25 05:15:00,S111,Cámara_Tráfico,Moncloa,40.4282159276823,-3.7038402908503496,88,12,OK
2025-01-28 12:15:00,S081,Sensor_Aéreo,Sol,40.4353629043273,-3.70136537503627,50,19,MANTENIMIENTO
2025-01-27 15:18:00,S018,Cámara_Tráfico,Retiro,40.401350905086645,-3.6916854667316987,41,22,FALLO
2025-01-08 03:19:00,S148,Sensor_Fijo,Retiro,40.42948266152287,-3.6858388169953518,92,5,OK
2025-01-03 13:52:00,S066,Radar,Sol,40.43025262878281,-3.710738808328745,70,35,MANTENIMIENTO
2025-01-08 20:05:00,S175,Cámara_Tráfico,Retiro,40.44744932045135,-3.6765973056834484,102,63,FALLO
2025-01-06 03:47:00,S101,Sensor_Fijo,Moncloa,40.407952745143795,-3.708244305108464,2,16,MANTENIMIENTO
2025-01-17 01:27:00,S031,Cámara_Tráfico,Lavapiés,40.439776086141016,-3.7121157971679843,57,16,MANTENIMIENTO
2025-02-07 19:50:00,S077,Cámara_Tráfico,Lavapiés,40.44643186363228,-3.7143864706631793,6,74,OK
2025-01-14 19:35:00,S197,Sensor_Fijo,Moncloa,40.4378495970967,-3.675311242397166,50,31,OK
2025-02-04 14:38:00,S012,Radar,Lavapiés,40.43609100265907,-3.7117232225056713,44,49,OK
2025-01-17 04:45:00,S134,Radar,Centro,40.428768842300656,-3.6998205188470292,27,28,OK
2025-02-02 16:49:00,S051,Cámara_Tráfico,Moncloa,40.42382808111482,-3.682435705956638,97,37,FALLO
2025-01-12 20:35:00,S031,Sensor_Aéreo,Centro,40.41480012203093,-3.6954975096991287,100,17,FALLO
2025-01-03 10:07:00,S083,Cámara_Tráfico,Sol,40.4216193979,-3.6970843516098295,37,53,MANTENIMIENTO
2025-01-30 06:06:00,S112,Cámara_Tráfico,Moncloa,40.43846359515013,-3.6971040677287217,83,13,FALLO
2025-02-05 14:47:00,S120,Cámara_Tráfico,Retiro,40.42293157343376,-3.6725563541871433,100,48,FALLO
2025-01-23 03:26:00,S143,Cámara_Tráfico,Sol,40.40517116824158,-3.6810810783351737,89,58,MANTENIMIENTO
2025-01-26 03:59:00,S181,Sensor_Fijo,Centro,40.413949958722455,-3.6960955292639848,106,20,OK
2025-01-28 19:25:00,S111,Cámara_Tráfico,Chamberí,40.43449886627431,-3.6785498969696095,45,13,OK
2025-01-22 22:24:00,S134,Radar,Chamberí,40.44596502740226,-3.713898778988703,44,36,FALLO
2025-01-26 05:40:00,S145,Radar,Sol,40.41084906137063,-3.683780256930628,48,28,MANTENIMIENTO
2025-01-16 11:13:00,S159,Radar,Lavapiés,40.44282940977194,-3.677780144344465,81,26,OK
2025-01-07 21:18:00,S168,Sensor_Aéreo,Chamberí,40.43191504165934,-3.6731570581843758,26,70,OK
2025-01-09 12:52:00,S191,Cámara_Tráfico,Sol,40.41945048032622,-3.701107942798276,109,22,OK
2025-01-17 04:22:00,S162,Sensor_Aéreo,Centro,40.42174413239614,-3.70663474909788,81,79,MANTENIMIENTO
2025-01-20 07:37:00,S067,Radar,Lavapiés,40.434265612532855,-3.708586478323278,87,31,FALLO
2025-01-25 15:09:00,S052,Sensor_Fijo,Moncloa,40.447198732855185,-3.7124441209707686,13,43,OK
2025-01-26 03:08:00,S116,Radar,Retiro,40.41636308743283,-3.680002390026761,91,46,MANTENIMIENTO
2025-01-14 16:47:00,S064,Cámara_Tráfico,Chamberí,40.43020251081017,-3.698781570081252,68,28,MANTENIMIENTO
2025-01-16 18:04:00,S067,Radar,Moncloa,40.41489435297063,-3.6702411025957806,92,64,FALLO
2025-01-08 14:22:00,S081,Sensor_Fijo,Centro,40.42293567361741,-3.6981136270070514,42,64,FALLO
2025-02-09 13:59:00,S005,Cámara_Tráfico,Lavapiés,40.43704482834419,-3.6868665037171278,92,42,FALLO
2025-01-02 04:05:00,S061,Sensor_Fijo,Centro,40.40765583274588,-3.712827802527767,94,46,OK
2025-02-08 21:42:00,S062,Sensor_Aéreo,Centro,40.44433055144501,-3.6884819571504854,113,39,FALLO
2025-01-15 10:27:00,S046,Radar,Lavapiés,40.40346041366857,-3.686323929455154,110,60,MANTENIMIENTO
2025-01-26 09:13:00,S183,Sensor_Aéreo,Retiro,40.42186354554212,-3.6724003859712187,24,28,MANTENIMIENTO
2025-01-29 17:58:00,S026,Radar,Chamberí,40.429627190944935,-3.717463003725824,92,71,OK
2025-01-01 15:59:00,S176,Sensor_Fijo,Centro,40.423529473468285,-3.6958010654202718,26,77,FALLO
2025-01-07 04:25:00,S151,Sensor_Fijo,Chamberí,40.41146077850946,-3.6819704242235898,10,24,FALLO
2025-02-04 20:39:00,S052,Cámara_Tráfico,Centro,40.422477468450595,-3.6840716387557277,1,85,FALLO
2025-01-26 05:00:00,S044,Sensor_Aéreo,Lavapiés,40.41444392890154,-3.6949678346313353,14,39,MANTENIMIENTO
2025-01-06 02:34:00,S058,Cámara_Tráfico,Sol,40.43078522678424,-3.7064368001836745,69,48,MANTENIMIENTO
2025-01-08 07:18:00,S170,Sensor_Fijo,Chamberí,40.414140024543656,-3.6880817419049787,32,51,FALLO
2025-01-13 13:25:00,S014,Cámara_Tráfico,Retiro,40.444932187984996,-3.7053360223798166,20,82,OK
2025-01-16 23:17:00,S094,Cámara_Tráfico,Retiro,40.41931287884144,-3.6724326208513767,67,24,OK
2025-02-07 18:30:00,S042,Sensor_Aéreo,Retiro,40.43610969272404,-3.7013609039635464,90,89,FALLO
2025-01-29 10:43:00,S045,Sensor_Aéreo,Centro,40.421675648970826,-3.683668643839865,19,38,MANTENIMIENTO
2025-02-05 22:42:00,S030,Cámara_Tráfico,Lavapiés,40.403996811009456,-3.676538447729844,6,56,OK
2025-01-18 07:29:00,S109,Sensor_Aéreo,Centro,40.42486748475072,-3.683875618429569,19,8,FALLO
2025-01-24 02:26:00,S126,Cámara_Tráfico,Moncloa,40.43554484316696,-3.6865526876465293,91,37,MANTENIMIENTO
2025-02-07 13:20:00,S155,Sensor_Fijo,Moncloa,40.43062959582316,-3.6798343070098944,115,82,FALLO
2025-01-14 03:16:00,S145,Sensor_Aéreo,Lavapiés,40.403592189591976,-3.6967842246088587,65,30,OK
2025-02-09 01:33:00,S025,Cámara_Tráfico,Moncloa,40.43448168464938,-3.697750106709617,68,47,OK
