timestamp,vehicle_id,vehicle_type,lat,lon,velocidad_kmh,congestion_level,zona
2025-01-13 11:06:00,V055,Taxi,40.4387941443813,-3.7055550357124853,52,alto,Sol
2025-01-01 01:35:00,V073,Bus,40.415676641886506,-3.716926809885888,30,medio,Retiro
2025-01-09 20:33:00,V077,Moto,40.41560911757566,-3.6960067131071237,67,alto,Centro
2025-01-17 05:49:00,V066,Moto,40.405978684311165,-3.691016290449827,70,alto,Moncloa
2025-01-16 11:50:00,V050,Bus,40.425624762795486,-3.709816363554933,7,bajo,Sol
2025-02-04 01:41:00,V170,Bus,40.41151560189397,-3.70782532639592,49,bajo,Retiro
2025-01-03 05:05:00,V128,Moto,40.41656385157088,-3.6809711652848205,9,alto,Sol
2025-01-06 12:01:00,V027,Bus,40.42639493439752,-3.708213344832524,6,alto,Moncloa
2025-01-18 21:03:00,V169,Taxi,40.43538453717777,-3.707527529188666,6,medio,Moncloa
2025-01-01 09:17:00,V071,Taxi,40.43540759652358,-3.6875519918165467,60,medio,Sol
2025-01-25 21:59:00,V010,Bus,40.42037009277673,-3.6922064508011236,64,medio,Moncloa
2025-02-02 21:57:00,V099,Bus,40.42044645985282,-3.7096718585882726,68,bajo,Centro
2025-01-12 05:21:00,V040,Taxi,40.40326340271993,-3.7084978507362076,7,alto,Centro
2025-01-19 18:43:00,V100,Taxi,40.40874992714241,-3.704721514418426,35,bajo,Centro
2025-01-26 18:08:00,V064,Bus,40.41006365775932,-3.6957404442015402,34,medio,Centro
2025-01-27 18:13:00,V005,Taxi,40.41099876140783,-3.6959343954913524,65,medio,Retiro
2025-01-22 05:23:00,V061,Taxi,40.4209778009095,-3.6978399973371987,26,medio,Moncloa
2025-02-02 16:38:00,V069,Moto,40.43283565064973,-3.7125676957512694,25,medio,Centro
2025-02-03 20:14:00,V160,Moto,40.42155866941189,-3.6813200832090636,37,medio,Sol
2025-01-18 00:00:00,V028,Moto,40.426645405650106,-3.7015098281491263,51,alto,Centro
2025-01-02 20:50:00,V042,Bus,40.427737541302264,-3.7176613551302555,22,alto,Moncloa
2025-01-03 19:07:00,V063,Taxi,40.41503818576348,-3.7038262507923325,22,medio,Sol
2025-02-02 23:44:00,V093,Taxi,40.429997173999745,-3.7018188166167136,65,alto,Sol
2025-01-17 17:00:00,V075,Bus,40.42575350983272,-3.7114065278966772,53,alto,Sol
2025-01-15 11:44:00,V113,Moto,40.400215540966904,-3.7149276716721906,17,bajo,Centro
2025-02-01 04:58:00,V053,Moto,40.433057677379836,-3.692045912929206,28,medio,Retiro
2025-01-23 06:06:00,V059,Bus,40.41345864580131,-3.7186216172533153,14,bajo,Centro
2025-01-09 00:23:00,V116,Moto,40.4154477435517,-3.694132262216642,68,alto,Sol
2025-01-03 10:12:00,V089,Moto,40.402276485653715,-3.6800078442792525,19,bajo,Sol
2025-01-25 01:02:00,V135,Taxi,40.435877684577505,-3.7193387618763905,36,bajo,Sol
2025-01-05 06:43:00,V094,Moto,40.4298762271534,-3.6910483291676983,9,bajo,Retiro
2025-01-11 12:16:00,V012,Bus,40.42975525821056,-3.6846598143033598,34,alto,Retiro
2025-01-27 17:53:00,V164,Moto,40.40614527033278,-3.714701642155938,20,alto,Moncloa
2025-01-25 10:24:00,V129,Taxi,40.420591256166844,-3.694051187974547,57,alto,Sol
2025-01-27 05:35:00,V174,Moto,40.424342729907316,-3.7026181604126664,8,medio,Retiro
2025-01-25 11:32:00,V012,Moto,40.41742462550526,-3.7168703868502613,41,bajo,Moncloa
2025-01-12 14:49:00,V182,Taxi,40.40323588589874,-3.7126579302464062,17,bajo,Sol
2025-02-02 03:01:00,V085,Bus,40.42370134320683,-3.719376945536442,65,medio,Centro
2025-01-06 22:13:00,V103,Taxi,40.41232326358887,-3.716793839387258,48,alto,Moncloa
2025-02-03 03:01:00,V142,Taxi,40.40760177689041,-3.7086548638104566,68,medio,Retiro
2025-01-15 09:32:00,V168,Bus,40.42146020973141,-3.6958441505167974,9,alto,Retiro
2025-01-31 22:22:00,V005,Taxi,40.41330604612581,-3.7128949080322764,38,bajo,Moncloa
2025-01-27 04:07:00,V058,Taxi,40.433509413329965,-3.6836092440992223,5,bajo,Moncloa
2025-01-02 01:44:00,V082,Bus,40.42160292346981,-3.687404926187564,59,alto,Moncloa
2025-02-01 12:39:00,V091,Moto,40.404800536751935,-3.7077487107171025,14,bajo,Centro
2025-01-25 22:11:00,V161,Taxi,40.420216971848355,-3.6878271704932803,23,alto,Sol
2025-01-06 08:00:00,V083,Bus,40.429532432802375,-3.6823307160146483,67,medio,Moncloa
2025-01-02 06:44:00,V078,Moto,40.43666180697466,-3.7058810233173913,44,alto,Moncloa
2025-01-20 07:31:00,V157,Taxi,40.404949619664485,-3.7128147074868934,11,medio,Sol
2025-01-23 17:31:00,V099,Bus,40.43584057680155,-3.7072973602197057,63,alto,Sol
2025-01-26 19:52:00,V128,Moto,40.43617807728279,-3.698953821936276,67,alto,Retiro
2025-01-30 10:48:00,V100,Bus,40.40700107972984,-3.696526412359832,63,alto,Retiro
2025-01-15 22:38:00,V161,Bus,40.41593720963172,-3.6962880324113447,5,alto,Centro
2025-01-19 19:19:00,V020,Taxi,40.41717391549705,-3.7119379417034675,32,alto,Sol
2025-01-06 20:34:00,V036,Moto,40.40667350375259,-3.703929391069688,43,medio,Moncloa
2025-01-01 18:39:00,V173,Bus,40.431108212337776,-3.698587045897974,31,medio,Sol
2025-01-31 12:58:00,V031,Taxi,40.4044017777355,-3.7034905675851246,15,alto,Sol
2025-01-25 11:04:00,V009,Moto,40.41101439550733,-3.7130579864949627,20,medio,Sol
2025-01-16 02:31:00,V070,Moto,40.43110471574353,-3.6856254855934205,37,alto,Retiro
2025-01-13 22:55:00,V024,Bus,40.415326274348146,-3.7048307316885194,8,medio,Moncloa
2025-01-13 12:52:00,V037,Bus,40.43830918539484,-3.684926355130649,27,bajo,Moncloa
2025-01-31 03:00:00,V092,Moto,40.40858916223254,-3.701809887536713,9,alto,Centro
2025-02-01 02:51:00,V137,Taxi,40.42685339100927,-3.7093746511447194,10,medio,Sol
2025-02-01 07:20:00,V054,Bus,40.41882668661054,-3.716436587438914,68,medio,Retiro
2025-01-07 21:17:00,V173,Bus,40.42570307395082,-3.695557175656978,15,medio,Sol
2025-01-15 12:19:00,V199,Moto,40.42710727148814,-3.7152126199138724,12,medio,Moncloa
2025-02-03 13:02:00,V045,Bus,40.42850604934387,-3.6808509494529407,45,medio,Sol
2025-02-02 14:36:00,V025,Bus,40.40683247818197,-3.693313363094777,25,medio,Retiro
2025-01-23 02:21:00,V143,Bus,40.400189138616675,-3.697513894392244,60,alto,Centro
2025-01-03 16:35:00,V036,Bus,40.43032979393599,-3.7053182947819905,39,medio,Moncloa
2025-01-08 00:23:00,V020,Moto,40.42205335301019,-3.7119675330171913,21,medio,Sol
2025-02-04 12:35:00,V114,Bus,40.40865193422509,-3.705235048296432,35,medio,Moncloa
2025-01-12 08:42:00,V048,Bus,40.429854445658776,-3.7073286994901635,68,medio,Sol
2025-01-06 05:25:00,V051,Moto,40.414167436714926,-3.7174808636382553,17,bajo,Retiro
2025-01-16 02:00:00,V100,Moto,40.42877805746406,-3.6804666699026147,70,alto,Sol
2025-01-03 23:01:00,V036,Moto,40.423121110417924,-3.7195597850867412,17,medio,Moncloa
2025-02-04 08:52:00,V084,Bus,40.419003105275294,-3.682637853528485,17,alto,Centro
2025-01-01 14:40:00,V109,Taxi,40.409460253802436,-3.716746428587979,27,alto,Retiro
2025-01-16 08:09:00,V141,Taxi,40.42791846306936,-3.683466265197595,44,alto,Sol
2025-01-09 09:18:00,V170,Moto,40.40150313404459,-3.7051210129642222,47,medio,Sol
2025-01-29 01:28:00,V020,Taxi,40.41172565096785,-3.6854847972325167,66,medio,Sol
2025-01-27 18:22:00,V115,Bus,40.41570135152983,-3.7147388185443537,17,medio,Moncloa
2025-01-12 03:08:00,V070,Bus,40.4086086025679,-3.70191095559832,34,alto,Moncloa
2025-01-08 14:28:00,V072,Taxi,40.41266393779284,-3.6942047327562975,47,alto,Moncloa
2025-01-15 11:32:00,V143,Bus,40.42245458492228,-3.7110602592452415,40,medio,Sol
2025-01-16 02:22:00,V079,Moto,40.43877321495218,-3.702918461867314,12,medio,Centro
2025-01-23 20:31:00,V185,Bus,40.43655203567483,-3.7017250661498737,28,medio,Sol
2025-02-04 01:42:00,V150,Bus,40.421347912957295,-3.691248673467068,10,alto,Retiro
2025-02-02 17:37:00,V109,Taxi,40.43701427508328,-3.7194370715834175,19,bajo,Moncloa
2025-01-06 21:19:00,V061,Bus,40.411094244962925,-3.69880466921334,53,bajo,Moncloa
2025-01-21 06:13:00,V006,Moto,40.43555907345381,-3.708340616963409,9,alto,Retiro
2025-01-28 03:10:00,V144,Taxi,40.40080534959308,-3.6822137339085472,36,bajo,Centro
2025-01-29 11:21:00,V082,Bus,40.422309498240224,-3.6912153946612243,69,alto,Sol
2025-01-06 04:23:00,V023,Taxi,40.42112134016393,-3.6807942514613345,18,medio,Retiro
2025-01-31 09:26:00,V028,Bus,40.41817365783063,-3.684418255237157,56,bajo,Centro
2025-01-03 14:29:00,V002,Moto,40.40539200042311,-3.6902286924365257,52,medio,Centro
2025-01-09 22:39:00,V176,Taxi,40.41021568919992,-3.71360039443734,58,bajo,Retiro
2025-01-03 11:31:00,V015,Bus,40.40370857792926,-3.695201224449811,58,alto,Moncloa
2025-02-03 23:07:00,V001,Bus,40.42071671110052,-3.7196346444906605,32,medio,Sol
2025-01-01 06:14:00,V174,Bus,40.42033621612858,-3.692679468546168,37,alto,Retiro
2025-01-04 02:55:00,V078,Taxi,40.437789186952585,-3.711120280696346,63,bajo,Sol
2025-01-28 18:25:00,V057,Moto,40.420974909584345,-3.715603661940946,68,alto,Centro
2025-01-03 11:41:00,V073,Moto,40.43219370795622,-3.6861591513398078,61,medio,Centro
2025-01-23 21:20:00,V120,Taxi,40.41286202665012,-3.706641309330932,21,bajo,Centro
2025-01-31 13:06:00,V047,Moto,40.4274096255538,-3.697449894863904,20,bajo,Moncloa
2025-01-23 19:07:00,V187,Moto,40.418648159239204,-3.6951741693015863,56,medio,Moncloa
2025-01-22 05:18:00,V199,Bus,40.419420444495834,-3.7196738160731715,64,alto,Retiro
2025-01-09 03:08:00,V047,Bus,40.43153700999362,-3.7035132423563843,46,alto,Retiro
2025-01-09 18:24:00,V098,Bus,40.43116591568417,-3.7040461761096557,24,bajo,Centro
2025-01-31 00:51:00,V043,Moto,40.432172843159194,-3.7074600061985667,29,medio,Retiro
2025-01-15 03:34:00,V040,Moto,40.42037803749409,-3.6808818269796837,57,alto,Centro
2025-01-25 06:34:00,V117,Moto,40.405678136632645,-3.6985594763060767,20,medio,Retiro
2025-01-15 16:42:00,V190,Bus,40.409196052374625,-3.7065249934767674,65,alto,Sol
2025-01-24 04:45:00,V065,Taxi,40.416560532808205,-3.7007517539360038,59,bajo,Centro
2025-02-03 18:05:00,V183,Bus,40.4299688804922,-3.7045184239780466,39,bajo,Sol
2025-01-02 11:51:00,V142,Taxi,40.40837533722584,-3.716262771917087,37,medio,Sol
2025-01-24 12:50:00,V160,Taxi,40.424200676509045,-3.685046886943732,57,alto,Sol
2025-01-10 00:48:00,V012,Taxi,40.41948304598283,-3.70824463273064,54,medio,Retiro
2025-01-03 14:51:00,V046,Taxi,40.41081000009323,-3.6889440399189057,8,bajo,Centro
2025-01-07 00:13:00,V163,Taxi,40.4156969942721,-3.693448145461355,47,medio,Centro
2025-01-03 18:50:00,V163,Moto,40.425457037899584,-3.6848002576463195,22,bajo,Retiro
2025-01-10 15:01:00,V013,Moto,40.41720801738358,-3.7057497547029614,15,bajo,Sol
2025-01-06 22:36:00,V181,Taxi,40.41448212320805,-3.6818270307656835,68,bajo,Sol
2025-01-12 03:43:00,V122,Moto,40.42150575369522,-3.6844162976888795,46,alto,Centro
2025-02-02 21:47:00,V160,Bus,40.41568996931855,-3.6931131719680415,24,bajo,Sol
2025-01-25 02:28:00,V039,Bus,40.424735416319905,-3.690698107418308,43,medio,Retiro
2025-01-19 17:57:00,V084,Moto,40.420996558208614,-3.7181431319594114,69,bajo,Centro
2025-01-13 09:33:00,V182,Taxi,40.42026888769909,-3.7012958310701634,58,medio,Moncloa
2025-01-13 02:40:00,V087,Taxi,40.4343466519653,-3.705441783255658,12,bajo,Centro
2025-01-26 13:59:00,V108,Taxi,40.42870577754013,-3.7172040393346544,42,medio,Moncloa
2025-01-18 13:20:00,V038,Bus,40.4267587688646,-3.6968234466002197,32,alto,Sol
2025-01-26 16:10:00,V019,Moto,40.432393602802485,-3.7119664159495995,39,alto,Sol
2025-01-13 09:47:00,V188,Moto,40.428254323368705,-3.694619446546921,68,bajo,Sol
2025-01-28 13:10:00,V193,Moto,40.43696300160987,-3.70256675807477,6,bajo,Retiro
2025-01-14 07:16:00,V003,Bus,40.41983984247028,-3.6810737492910697,28,bajo,Retiro
2025-01-01 16:25:00,V080,Moto,40.41090873941939,-3.7107178979674713,44,alto,Centro
2025-01-20 06:51:00,V076,Moto,40.416771295865665,-3.6904405333470343,43,medio,Retiro
2025-01-10 23:24:00,V088,Taxi,40.400188622530415,-3.6887352805366755,14,bajo,Centro
2025-01-10 08:00:00,V144,Bus,40.414412731348534,-3.6865446564625963,47,alto,Centro
2025-01-07 18:20:00,V109,Taxi,40.40485534970614,-3.681132131609688,18,alto,Centro
2025-02-02 22:08:00,V102,Moto,40.434217867892485,-3.689445571995828,54,medio,Retiro
2025-01-18 17:54:00,V100,Taxi,40.406190050354674,-3.716783913215218,41,medio,Moncloa
2025-01-07 11:35:00,V112,Taxi,40.4203844045935,-3.691686484280116,7,medio,Centro
2025-01-24 18:42:00,V065,Taxi,40.43470338192796,-3.683578325378553,62,medio,Sol
2025-01-17 13:55:00,V033,Bus,40.408668255675956,-3.696001980120424,45,medio,Moncloa
2025-01-30 17:24:00,V040,Taxi,40.420380195230315,-3.7008909972804145,30,bajo,Centro
2025-01-15 09:30:00,V110,Taxi,40.430330157448054,-3.7144830140917313,18,bajo,Retiro
2025-02-02 04:34:00,V198,Taxi,40.40371817468241,-3.690127568586765,64,alto,Retiro
2025-01-12 18:32:00,V093,Moto,40.4034203800434,-3.697618228719835,52,medio,Retiro
2025-01-07 20:30:00,V019,Moto,40.42877150830215,-3.6976983687155616,52,bajo,Sol
2025-01-28 23:54:00,V066,Taxi,40.41459701853205,-3.710487333703471,27,alto,Centro
2025-01-20 23:40:00,V034,Moto,40.41230863824407,-3.6994856227201893,61,bajo,Retiro
2025-01-27 23:34:00,V050,Moto,40.43288458749657,-3.6831225157843672,59,alto,Moncloa
2025-01-09 14:47:00,V187,Moto,40.43939811649942,-3.691990580149904,26,medio,Sol
2025-01-23 17:48:00,V121,Taxi,40.411677232334355,-3.719247258670144,43,alto,Sol
2025-01-20 23:30:00,V094,Taxi,40.40470276129852,-3.6912420261222776,12,bajo,Retiro
2025-01-18 11:36:00,V099,Bus,40.435545295901356,-3.696805253900029,51,medio,Moncloa
2025-01-09 01:32:00,V129,Taxi,40.41691628289485,-3.703729785417085,47,bajo,Sol
2025-02-03 14:34:00,V135,Bus,40.41238942177541,-3.680456316460629,23,medio,Moncloa
2025-01-27 08:19:00,V059,Bus,40.41241189642737,-3.7023521105934294,49,bajo,Retiro
2025-01-26 22:25:00,V146,Moto,40.426198325810944,-3.701587372345084,15,medio,Retiro
2025-01-13 10:11:00,V134,Moto,40.438061545530815,-3.7148960011489023,31,medio,Moncloa
2025-01-28 07:03:00,V121,Bus,40.43102541365195,-3.7033851453215028,30,bajo,Moncloa
2025-01-21 04:06:00,V043,Bus,40.426275365754975,-3.7140292249263034,10,medio,Retiro
2025-01-22 03:30:00,V200,Bus,40.4010637211536,-3.7025838245904157,49,alto,Centro
2025-01-22 02:53:00,V139,Moto,40.400937246164865,-3.6967015795439435,51,medio,Centro
2025-01-10 17:28:00,V060,Taxi,40.42536619268628,-3.699208517799992,57,medio,Centro
2025-01-22 20:01:00,V169,Bus,40.421526669056746,-3.687835056446458,22,medio,Centro
2025-01-26 03:45:00,V129,Moto,40.418856226405396,-3.7163608449462635,7,medio,Moncloa
2025-01-17 03:49:00,V096,Moto,40.414908122983846,-3.703402366300896,36,medio,Moncloa
2025-01-01 00:03:00,V188,Taxi,40.43102754312808,-3.693833055348718,42,medio,Sol
2025-01-24 00:52:00,V149,Bus,40.42448017647911,-3.7170410325978955,12,alto,Centro
2025-01-25 15:39:00,V150,Taxi,40.41310750731739,-3.7049856551312725,5,alto,Moncloa
2025-01-08 10:09:00,V112,Bus,40.439071442076695,-3.683874374089973,56,medio,Moncloa
2025-01-06 13:48:00,V088,Bus,40.40166166261435,-3.6891609376266357,26,bajo,Sol
2025-01-27 10:28:00,V016,Taxi,40.429406968815854,-3.684519070883707,51,medio,Sol
2025-01-20 05:12:00,V153,Bus,40.40577173196904,-3.6958494407752593,70,alto,Moncloa
2025-01-16 10:39:00,V058,Moto,40.438087673802116,-3.710465988857114,67,bajo,Centro
2025-01-29 02:24:00,V136,Moto,40.432824967581645,-3.7154528165560494,66,alto,Centro
2025-01-19 04:29:00,V043,Bus,40.432351512145495,-3.6836995667665176,27,alto,Retiro
2025-01-27 01:21:00,V034,Taxi,40.41641311672871,-3.706782501542571,28,bajo,Centro
2025-01-05 22:59:00,V088,Moto,40.438502748082776,-3.693795823689862,41,alto,Retiro
2025-01-15 18:02:00,V025,Bus,40.4217792337271,-3.681748398215661,47,medio,Retiro
2025-01-28 11:52:00,V131,Bus,40.414186484573555,-3.696463981754274,9,alto,Moncloa
2025-01-01 02:22:00,V184,Taxi,40.41859922523575,-3.7020929243902803,52,alto,Retiro
2025-02-01 21:09:00,V126,Moto,40.428241765781735,-3.6987616697509176,70,medio,Retiro
2025-01-26 23:57:00,V171,Bus,40.418129618109404,-3.7046486038605453,66,medio,Sol
2025-01-31 16:43:00,V136,Bus,40.40551494517882,-3.6819699952510048,27,bajo,Sol
2025-01-19 03:49:00,V094,Bus,40.41615001206718,-3.699667237971141,12,medio,Centro
2025-01-17 13:12:00,V200,Bus,40.40140289953319,-3.7004044953482906,68,medio,Moncloa
2025-01-06 03:38:00,V190,Moto,40.42770571730083,-3.7093805205736583,15,bajo,Sol
2025-02-01 21:38:00,V042,Moto,40.403000845256756,-3.704636399628835,62,bajo,Moncloa
2025-02-03 06:56:00,V158,Taxi,40.43122315528214,-3.7088976991676823,62,alto,Retiro
2025-01-03 09:51:00,V104,Bus,40.43221993598431,-3.6820946609303413,62,medio,Moncloa
2025-01-20 20:25:00,V030,Taxi,40.41166545012938,-3.7119456646077422,10,bajo,Moncloa
2025-01-07 02:56:00,V033,Moto,40.41448917224728,-3.6900949666015035,46,alto,Retiro
2025-01-21 17:05:00,V168,Moto,40.43999801838581,-3.6973193206050965,51,medio,Moncloa
2025-01-02 14:25:00,V030,Moto,40.41251528511784,-3.718732829475833,56,bajo,Moncloa
2025-02-03 16:15:00,V090,Bus,40.41763484253872,-3.712628012431087,37,alto,Moncloa
2025-01-12 03:02:00,V163,Bus,40.40691720936574,-3.7019246552283334,41,alto,Retiro
2025-01-27 23:34:00,V028,Bus,40.412447727242125,-3.6912896706006073,25,bajo,Retiro
2025-01-31 18:18:00,V186,Taxi,40.41652763151127,-3.701354954490485,70,medio,Retiro
2025-01-12 20:49:00,V044,Moto,40.42550980397744,-3.7119115602541375,13,alto,Sol
2025-01-22 03:46:00,V142,Taxi,40.414916836914905,-3.7088377119863143,26,alto,Centro
2025-02-03 15:13:00,V140,Moto,40.41376295981085,-3.687784627327631,15,bajo,Moncloa
2025-01-27 12:47:00,V152,Moto,40.40988504388616,-3.713944735460024,47,alto,Centro
2025-01-11 16:33:00,V181,Bus,40.40746606576393,-3.716326154923312,26,alto,Centro
2025-01-27 10:53:00,V030,Taxi,40.42575127792986,-3.7000095590881954,5,bajo,Centro
2025-01-19 23:05:00,V006,Bus,40.43828101121822,-3.712703292756566,58,alto,Centro
2025-01-20 16:59:00,V153,Taxi,40.40676445735702,-3.6872175580741513,65,alto,Sol
2025-01-18 13:43:00,V182,Bus,40.41502481867918,-3.708538001414934,29,alto,Moncloa
2025-01-19 21:25:00,V022,Moto,40.40765531885477,-3.71070243556283,35,bajo,Moncloa
2025-01-10 03:58:00,V093,Taxi,40.415470373379144,-3.6801289740515073,32,medio,Moncloa
2025-01-14 15:28:00,V031,Moto,40.42438029882806,-3.6973843433470788,43,alto,Moncloa
2025-01-12 00:19:00,V155,Moto,40.431047907821494,-3.7030582841290554,66,bajo,Centro
2025-01-10 19:22:00,V187,Bus,40.40713290198952,-3.687224943010799,23,bajo,Moncloa
2025-01-12 17:55:00,V147,Bus,40.41344775944859,-3.6879137272391476,33,alto,Centro
2025-01-27 12:09:00,V027,Taxi,40.409900874929846,-3.718530117220656,32,medio,Sol
2025-01-12 17:24:00,V089,Bus,40.430815109600324,-3.699708909488563,29,bajo,Centro
2025-01-01 20:30:00,V126,Moto,40.403321648653765,-3.7124237615388935,23,medio,Sol
2025-01-25 14:18:00,V175,Taxi,40.43394648720534,-3.702969131493582,59,medio,Sol
2025-01-27 08:17:00,V064,Moto,40.425396348569095,-3.68737708557277,22,alto,Moncloa
2025-01-24 06:19:00,V169,Taxi,40.410717455698844,-3.7007380533295686,27,alto,Sol
2025-01-02 00:50:00,V199,Taxi,40.42963042039254,-3.716635615890321,62,bajo,Centro
2025-01-02 04:09:00,V056,Taxi,40.42994419279019,-3.6887739028462567,50,medio,Moncloa
2025-01-19 05:05:00,V170,Bus,40.40107295534467,-3.686624385136841,66,bajo,Sol
2025-01-10 03:19:00,V019,Bus,40.429859626251364,-3.7163600115286752,10,alto,Retiro
2025-01-05 07:00:00,V189,Moto,40.414200101587205,-3.6989893890258827,47,bajo,Centro
2025-01-17 11:36:00,V187,Moto,40.436067681444094,-3.690592154707017,29,alto,Retiro
2025-01-28 06:07:00,V197,Bus,40.42335727050392,-3.681987670424195,53,alto,Centro
2025-01-06 05:46:00,V113,Bus,40.420000661382716,-3.690844917462064,58,medio,Centro
2025-01-29 16:04:00,V130,Taxi,40.407453152292064,-3.7063001807683387,10,bajo,Centro
2025-02-02 11:25:00,V014,Taxi,40.40165568178449,-3.6841853874329376,34,alto,Centro
2025-02-02 05:23:00,V110,Moto,40.42115914380004,-3.710765935838592,52,alto,Retiro
2025-01-25 21:05:00,V174,Moto,40.409916882239905,-3.7132640781567385,13,alto,Sol
2025-01-10 16:48:00,V187,Taxi,40.438690790621024,-3.6888375989331803,61,alto,Centro
2025-01-30 18:17:00,V182,Bus,40.40377854176602,-3.7045383779077055,26,alto,Centro
2025-01-08 05:09:00,V095,Bus,40.427910390185545,-3.7166460963744203,17,bajo,Centro
2025-01-06 15:13:00,V046,Moto,40.43128521797088,-3.6918512990365793,39,alto,Retiro
